ID2,Sector,ID,Subsector,P1,P2,cluster
33,Manufacturing,334511,"Search, detection, and navigation instruments OR Search, detection, and navigation instruments",13.312432,14.760883,0
31,Manufacturing,311520,Ice cream and frozen dessert manufacturing OR Ice cream and frozen dessert manufacturing,12.162211,14.850736,0
33,Manufacturing,334514,Totalizing fluid meters and counting devices OR Totalizing fluid meters and counting devices,13.642029,15.614614,0
33,Manufacturing,333912,Air and gas compressor manufacturing OR Air and gas compressor manufacturing,16.182245,20.085253,0
51,Information,511130,Book publishers OR Book publishers,17.245998,19.774921,0
31,Manufacturing,311320,Confectionery manufacturing from cacao beans OR Confectionery manufacturing from cacao beans,16.708733,22.404408,0
33,Manufacturing,334512,Automatic environmental control manufacturing OR Automatic environmental control manufacturing,12.982957,15.237474,0
32,Manufacturing,325413,In-vitro diagnostic substance manufacturing OR In-vitro diagnostic substance manufacturing,8.447789,14.292197,0
33,Manufacturing,334112,Computer storage device manufacturing OR Computer storage device manufacturing,9.506043,3.669074,0
33,Manufacturing,33641A,Other guided missile and space vehicle parts and auxiliary equipment manufacturing OR Other guided missile and space vehicle parts and auxiliary equipment manufacturing,15.4864235,18.21597,0
33,Manufacturing,335221,Household cooking appliance manufacturing OR Household cooking appliance manufacturing,18.673447,25.928616,0
51,Information,512200,Sound recording industries OR Sound recording industries,13.957793,17.314762,0
52,Finance and Insurance,524100,Insurance carriers OR Insurance carriers,7.783897,0.9191302,0
33,Manufacturing,334220,Broadcast and wireless communications equipment OR Broadcast and wireless communications equipment,13.091153,15.926555,0
21,"Mining, Quarrying, and Oil and Gas Extraction",213111,Drilling oil and gas wells OR Drilling oil and gas wells,23.32967,34.77116,0
33,Manufacturing,336991,"Motorcycle, bicycle, and parts manufacturing OR Motorcycle, bicycle, and parts manufacturing",17.484894,24.324574,0
33,Manufacturing,336214,Travel trailer and camper manufacturing OR Travel trailer and camper manufacturing,17.75561,25.419695,0
33,Manufacturing,337127,Institutional furniture manufacturing OR Institutional furniture manufacturing,15.731183,23.802563,0
33,Manufacturing,334516,Analytical laboratory instrument manufacturing OR Analytical laboratory instrument manufacturing,17.179428,21.152552,0
33,Manufacturing,333991,Power-driven handtool manufacturing OR Power-driven handtool manufacturing,14.778353,16.943787,0
33,Manufacturing,336211,Motor vehicle body manufacturing OR Motor vehicle body manufacturing,17.358362,23.689932,0
33,Manufacturing,333994,Industrial process furnace and oven manufacturing OR Industrial process furnace and oven manufacturing,19.011099,24.344587,0
33,Manufacturing,335210,Small electrical appliance manufacturing OR Small electrical appliance manufacturing,18.611254,22.907614,0
33,Manufacturing,33299B,Ordnance and accessories manufacturing OR Ordnance and accessories manufacturing,19.367964,25.187778,0
32,Manufacturing,321992,Prefabricated wood building manufacturing OR Prefabricated wood building manufacturing,5.923862,14.05497,0
33,Manufacturing,333295,Semiconductor machinery manufacturing OR Semiconductor machinery manufacturing,16.089367,18.29298,0
31,Manufacturing,315100,Hosiery and sock mills OR Hosiery and sock mills,16.327394,19.602665,0
33,Manufacturing,336999,All other transportation equipment manufacturing OR All other transportation equipment manufacturing,21.198475,26.150667,0
31,Manufacturing,315220,Men's and boys' cut and sew apparel manufacturing OR Men's and boys' cut and sew apparel manufacturing,16.02292,22.539598,0
31,Manufacturing,311330,Confectionery manufacturing from purchased chocolate OR Confectionery manufacturing from purchased chocolate,21.309652,27.051405,0
33,Manufacturing,336411,Aircraft manufacturing OR Aircraft manufacturing,16.713266,23.736887,0
33,Manufacturing,339920,Sporting and athletic goods manufacturing OR Sporting and athletic goods manufacturing,20.533903,27.299623,0
33,Manufacturing,33451A,"Watch, clock, and other measuring and controlling device manufacturing OR Watch, clock, and other measuring and controlling device manufacturing",17.745129,21.104128,0
33,Manufacturing,337212,Custom architectural woodwork and millwork OR Custom architectural woodwork and millwork,25.084919,27.636705,0
33,Manufacturing,33299A,Ammunition manufacturing OR Ammunition manufacturing,20.742575,29.587337,0
33,Manufacturing,335228,Other major household appliance manufacturing OR Other major household appliance manufacturing,21.297264,29.657322,0
33,Manufacturing,339112,Surgical and medical instrument manufacturing OR Surgical and medical instrument manufacturing,18.05919,22.713787,0
33,Manufacturing,33351B,Rolling mill and other metalworking machinery manufacturing OR Rolling mill and other metalworking machinery manufacturing,20.119398,27.838776,0
33,Manufacturing,339910,Jewelry and silverware manufacturing OR Jewelry and silverware manufacturing,22.726019,28.939445,0
71,"Arts, Entertainment, and Recreation",713A00,Amusement parks and arcades OR Amusement parks and arcades,22.592995,31.81784,0
33,Manufacturing,334515,Electricity and signal testing instruments OR Electricity and signal testing instruments,17.032383,20.472792,0
33,Manufacturing,336212,Truck trailer manufacturing OR Truck trailer manufacturing,21.613092,27.855682,0
33,Manufacturing,339992,Musical instrument manufacturing OR Musical instrument manufacturing,21.599953,28.845377,0
33,Manufacturing,336111,Automobile Manufacturing OR Automobile Manufacturing,22.738466,27.922815,0
33,Manufacturing,333315,Photographic and photocopying equipment manufacturing OR Photographic and photocopying equipment manufacturing,19.819294,26.234186,0
33,Manufacturing,335912,Primary battery manufacturing OR Primary battery manufacturing,19.545467,24.073782,0
33,Manufacturing,336112,Light Truck and Utility Vehicle Manufacturing OR Light Truck and Utility Vehicle Manufacturing,23.529562,30.49808,0
33,Manufacturing,333993,Packaging machinery manufacturing OR Packaging machinery manufacturing,20.858175,28.538994,0
33,Manufacturing,336612,Boat building OR Boat building,23.679995,29.573925,0
33,Manufacturing,339930,"Doll, toy, and game manufacturing OR Doll, toy, and game manufacturing",22.099722,29.924894,0
31,Manufacturing,311830,Tortilla manufacturing OR Tortilla manufacturing,25.894129,31.577675,0
33,Manufacturing,336414,Guided missile and space vehicle manufacturing OR Guided missile and space vehicle manufacturing,23.11788,28.563292,0
33,Manufacturing,335222,Household refrigerator and home freezer manufacturing OR Household refrigerator and home freezer manufacturing,21.838947,30.573261,0
52,Finance and Insurance,525000,"Funds, trusts, and other financial vehicles OR Funds, trusts, and other financial vehicles",19.484783,29.082224,0
33,Manufacturing,339111,Laboratory apparatus and furniture manufacturing OR Laboratory apparatus and furniture manufacturing,25.089405,31.355108,0
62,Health Care and Social Assistance,621B00,Healthcare and social assistance OR Healthcare and social assistance,23.531721,32.435738,0
33,Manufacturing,337910,Mattress manufacturing OR Mattress manufacturing,25.405874,28.967073,0
81,Other Services (except Public Administration),813A00,"Grantmaking, giving and social advocacy organizations OR Grantmaking, giving and social advocacy organizations",24.56212,33.887676,0
33,Manufacturing,33721A,Office furniture manufacturing OR Office furniture manufacturing,12.308572,8.007009,0
33,Manufacturing,333314,Optical instrument and lens manufacturing OR Optical instrument and lens manufacturing,20.133158,28.87253,0
33,Manufacturing,337122,Nonupholstered wood household furniture manufacturing OR Nonupholstered wood household furniture manufacturing,24.271917,30.232342,0
33,Manufacturing,335224,Household laundry equipment manufacturing OR Household laundry equipment manufacturing,25.09016,32.162064,0
31,Manufacturing,315290,Other cut and sew apparel manufacturing OR Other cut and sew apparel manufacturing,22.815958,29.71241,0
62,Health Care and Social Assistance,624A00,Individual and family services OR Individual and family services,25.365152,34.19037,0
62,Health Care and Social Assistance,624400,Child day care services OR Child day care services,24.38859,33.09456,0
33,Manufacturing,337121,Upholstered household furniture manufacturing OR Upholstered household furniture manufacturing,25.380913,30.087044,0
32,Manufacturing,321991,"Manufactured home, mobile home, manufacturing OR Manufactured home, mobile home, manufacturing",25.32866,26.857437,0
62,Health Care and Social Assistance,623000,Nursing and residential care facilities OR Nursing and residential care facilities,25.301605,33.366734,0
71,"Arts, Entertainment, and Recreation",713950,Bowling centers OR Bowling centers,23.512497,31.802944,0
33,Manufacturing,339115,Ophthalmic goods manufacturing OR Ophthalmic goods manufacturing,22.710445,30.910254,0
33,Manufacturing,334517,Irradiation apparatus manufacturing OR Irradiation apparatus manufacturing,24.065014,31.665468,0
33,Manufacturing,336213,Motor home manufacturing OR Motor home manufacturing,26.641382,31.727612,0
53,Real Estate and Rental and Leasing,532230,Video tape and disc rental OR Video tape and disc rental,24.795586,32.660126,0
33,Manufacturing,334510,Electromedical apparatus manufacturing OR Electromedical apparatus manufacturing,26.01184,32.410976,0
31,Manufacturing,3122A0,Tobacco product manufacturing OR Tobacco product manufacturing,27.30624,32.424355,0
62,Health Care and Social Assistance,622000,Hospitals OR Hospitals,25.613699,32.845802,0
62,Health Care and Social Assistance,621A00,"Offices of physicians, dentists, and other health practitioners OR Offices of physicians, dentists, and other health practitioners",26.010601,33.59803,0
33,Manufacturing,336992,Military armored vehicles and tank parts manufacturing OR Military armored vehicles and tank parts manufacturing,26.611353,32.73609,0
31,Manufacturing,316200,Footwear manufacturing OR Footwear manufacturing,25.959015,34.511566,0
33,Manufacturing,339114,Dental equipment and supplies manufacturing OR Dental equipment and supplies manufacturing,26.559988,33.389698,0
62,Health Care and Social Assistance,624200,"Community food, housing, and other relief services, incl rehabilitation services OR Community food, housing, and other relief services, incl rehabilitation services",27.19255,33.884403,0
33,Manufacturing,339116,Dental laboratories OR Dental laboratories,27.416285,33.167023,0
81,Other Services (except Public Administration),812100,Personal care services OR Personal care services,26.623152,34.332058,0
