,ID,Subsector_x,CO t,NH3 t,NOx t,PM10 t,PM 2.5 t,SO2 t,VOC t,Subsector_y,CO2 t CO2e,CH4 t CO2e,N2O t CO2e,Other GHGs t CO2e
230,33351B,"Cutting And Machine Tool Accessory, Rolling Mill, And Other Metalworking Machines",0.132,0.005,0.059,0.002,0.007,0.024,0.418,Rolling mill and other metalworking machinery manufacturing,25.1,0.0,0.0,0.0
231,311910,Snack Foods,0.129,0.026,0.073,0.027,0.057,0.042,0.247,Snack food manufacturing,1230.0,0.0,0.0,0.0
232,337215,Shelving And Lockers,0.124,0.0,0.056,0.006,0.056,0.005,4.82,"Showcases, partitions, shelving, and lockers",327.0,0.0,0.0,0.0
233,335110,Light Bulbs,0.122,0.02,0.154,0.059,0.056,0.115,0.547,Electric lamp bulb and part manufacturing,406.0,0.0,0.0,0.0
234,337122,"Home Furniture - Wood, Nonupholstered",0.119,0.0,0.086,0.04,0.057,0.017,1.58,Nonupholstered wood household furniture manufacturing,6.05,0.0,0.0,0.0
235,311930,Flavored Drink Concentrates,0.117,0.048,0.053,0.011,0.017,0.063,0.303,Flavoring syrup and concentrate manufacturing,473.0,0.0,0.0,0.0
236,541920,Photographers,0.115,0.0,0.006,0.0,0.0,0.0,0.007,Photographic services,274.0,0.0,0.0,0.0
237,333612,"Speed Changers, Industrial High-Speed Drives, And Gears",0.113,0.005,0.049,0.001,0.006,0.0,0.234,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",527.0,0.0,0.0,0.0
238,332996,Fabricated Pipe And Pipe Fittings,0.108,0.011,0.118,0.02,0.039,0.002,0.918,Fabricated pipe and pipe fitting manufacturing,237.0,0.0,0.0,0.0
239,511200,Software,0.107,0.0,0.006,0.0,0.0,0.0,0.005,Software publishers,341.0,0.0,0.0,0.0
240,541700,Scientific Research And Development,0.104,0.0,0.016,0.0,0.002,0.002,0.01,Scientific research and development services,52400.0,0.0,0.0,0.0
241,452000,General Merchandise Stores,0.104,0.0,0.006,0.0,0.0,0.0,0.009,,,,,
242,311990,All Other Foods,0.096,0.242,0.091,0.024,0.203,0.106,0.192,All other food manufacturing,3670.0,0.0,0.0,0.0
243,333613,Mechanical Power Transmission Equipment,0.088,0.007,0.033,0.01,0.037,0.0,0.215,Mechanical Power Transmission Equipment Manufacturing,291.0,0.0,0.0,0.0
244,333611,Turbines And Turbine Generator Sets,0.087,0.0,0.067,0.001,0.006,0.003,0.09,Turbine and turbine generator set units manufacturing,283.0,0.0,0.0,0.0
245,333991,Power Tools,0.085,0.0,0.01,0.001,0.003,0.0,0.102,Power-driven handtool manufacturing,52.0,0.0,0.0,0.0
246,33399B,"Hydraulic Pumps, Motors, Cylinders And Actuators",0.083,0.0,0.025,0.002,0.003,0.0,0.279,Process and oven not fluid power machinery,306.0,0.0,0.0,0.0
247,335930,Wiring Devices,0.082,0.0,0.032,0.002,0.01,0.007,0.784,Wiring device manufacturing,585.0,0.0,0.0,0.0
248,315000,Clothing,0.077,0.002,0.034,0.002,0.003,0.014,0.078,,,,,
249,5111A0,"Directory, Mailing List, And Other Publishers",0.075,0.0,0.005,0.0,0.0,0.0,0.047,"Directory, mailing list, and other publishers",576.0,0.0,0.0,0.0
250,515100,Radio And Television,0.074,0.0,0.009,0.0,0.0,0.0,0.003,Radio and television broadcasting,10900.0,0.0,0.0,0.0
251,512200,Sound Recording,0.071,0.0,0.005,0.0,0.0,0.0,0.015,Sound recording industries,68.7,0.0,0.0,0.0
252,336370,Vehicle Metal Stamping,0.071,0.0,0.032,0.002,0.005,0.0,0.497,,,,,
253,336611,Ships And Ship Repair,0.069,0.002,0.16,0.044,0.142,0.182,2.15,Ship building and repairing,350.0,0.0,0.0,0.0
254,335313,Switchgear And Switchboards,0.069,0.0,0.039,0.001,0.005,0.0,0.102,Switchgear and switchboard apparatus manufacturing,322.0,0.0,0.0,0.0
255,336413,Other Aircraft Parts,0.069,0.0,0.031,0.001,0.004,0.0,0.058,Other aircraft parts and equipment,425.0,0.0,0.0,0.0
256,312130,Wineries And Wine,0.067,0.001,0.03,0.008,0.011,0.011,1.66,Wineries,114.0,0.0,0.0,0.0
257,332420,Heavy Gauge Metal Tanks,0.061,0.0,0.022,0.008,0.02,0.0,0.548,"Metal tank, heavy gauge, manufacturing",393.0,0.0,0.0,0.0
258,445000,Food And Beverage Stores,0.06,0.0,0.003,0.0,0.0,0.0,0.003,,,,,
259,334610,"External Hard Drives, Cds, Other Storage Media",0.059,0.0,0.017,0.0,0.001,0.0,0.075,,,,,
260,333112,Lawn And Garden Equipment,0.057,0.0,0.014,0.002,0.003,0.002,0.071,Lawn and garden equipment manufacturing,113.0,0.0,0.0,0.0
261,333511,Industrial Molds,0.056,0.002,0.015,0.004,0.016,0.003,0.151,Industrial mold manufacturing,164.0,0.0,0.0,0.0
262,339940,Office Supplies (Not Paper),0.049,0.006,0.014,0.0,0.002,0.0,0.067,Office supplies (except paper) manufacturing,299.0,0.0,0.0,0.0
263,311810,Bread And Other Baked Goods,0.042,0.003,0.026,0.003,0.004,0.01,0.325,Bread and bakery product manufacturing,568.0,0.0,0.0,0.0
264,333414,Heating Equipment Other Than Warm Air Furnaces,0.041,0.0,0.023,0.001,0.004,0.002,0.1,Heating equipment (except warm air furnaces) manufacturing,193.0,0.0,0.0,0.0
265,33391A,Pumps And Pumping Equipment,0.04,0.002,0.018,0.004,0.012,0.0,0.185,,,,,
266,334220,Wireless Communications,0.039,0.0,0.016,0.0,0.004,0.0,0.106,Broadcast and wireless communications equipment,64.3,0.0,0.0,0.0
267,311920,Coffee And Tea,0.039,0.005,0.034,0.016,0.012,0.002,0.015,Coffee and tea manufacturing,223.0,0.0,0.0,0.0
268,322230,Stationery,0.037,0.0,0.022,0.0,0.002,0.002,0.159,Stationery product manufacturing,761.0,0.0,0.0,0.0
269,33341A,Air Purification And Ventilation Equipment,0.037,0.0,0.014,0.003,0.014,0.0,0.165,Air purification and ventilation equipment manufacturing,782.0,0.0,0.0,0.0
270,316000,Leather,0.036,0.01,0.031,0.011,0.019,0.009,0.263,,,,,
271,339113,Surgical Appliance And Supplies,0.035,0.0,0.013,0.001,0.003,0.005,0.051,Surgical appliance and supplies manufacturing,174.0,0.0,0.0,0.0
272,334513,Industrial Process Variable Instruments,0.034,0.0,0.016,0.0,0.002,0.0,0.068,Industrial process variable instruments,246.0,0.0,0.0,0.0
273,327991,Cut Stone And Stone Products,0.034,0.0,0.076,0.194,0.045,0.109,0.033,Cut stone and stone product manufacturing,212.0,0.0,0.0,0.0
274,515200,Cable And Subscription Programming,0.033,0.0,0.023,0.0,0.0,0.0,0.002,Cable and other subscription programming,3480.0,0.0,0.0,0.0
275,333514,"Special Tools, Dies, Jigs, And Fixtures",0.031,0.002,0.011,0.0,0.004,0.002,0.088,"Special tool, die, jig, and fixture manufacturing",144.0,0.0,0.0,0.0
276,332410,Power Boilers And Heat Exchangers,0.027,0.0,0.033,0.005,0.02,0.0,0.453,Power boiler and heat exchanger manufacturing,621.0,0.0,0.0,0.0
277,312110,"Soft Drinks, Bottled Water, And Ice",0.026,0.0,0.01,0.001,0.001,0.0,0.004,Soft drink and ice manufacturing,333.0,0.0,0.0,0.0
278,336412,Aircraft Engines And Parts,0.025,0.0,0.028,0.0,0.001,0.002,0.013,Aircraft engine and engine parts manufacturing,193.0,0.0,0.0,0.0
279,334517,Irradiation Apparatuses,0.024,0.001,0.018,0.003,0.005,0.034,0.011,Irradiation apparatus manufacturing,3.71,0.0,0.0,0.0
280,33351A,Metal Cutting And Forming Machine Tools,0.023,0.006,0.013,0.0,0.002,0.0,0.065,Metal cutting and forming machine tool manufacturing,124.0,0.0,0.0,0.0
281,541511,Custom Computer Programming,0.022,0.0,0.001,0.0,0.0,0.0,0.001,Custom computer programming services,259.0,0.0,0.0,0.0
282,334290,Communications Equipment,0.021,0.0,0.009,0.001,0.002,0.001,0.047,Other communications equipment manufacturing,290.0,0.0,0.0,0.0
283,332913,"Metal Plumbing Drains, Faucets, Valves, And Other Fittings",0.02,0.0,0.011,0.002,0.003,0.0,0.228,Plumbing Fixture Fitting and Trim Manufacturing,235.0,0.0,0.0,0.0
284,336999,Other Transportation Equipment,0.019,0.0,0.004,0.001,0.001,0.0,0.029,All other transportation equipment manufacturing,39.7,0.0,0.0,0.0
285,511110,Newspapers,0.018,0.0,0.001,0.0,0.001,0.0,0.006,Newspaper publishers,2010.0,0.0,0.0,0.0
286,311520,Ice Cream And Frozen Desserts,0.018,0.004,0.008,0.002,0.002,0.0,0.001,Ice cream and frozen dessert manufacturing,92.6,0.0,0.0,0.0
287,333912,Air And Gas Compressors,0.017,0.0,0.009,0.0,0.002,0.001,0.056,Air and gas compressor manufacturing,85.2,0.0,0.0,0.0
288,314120,Curtains And Linens,0.017,0.0,0.008,0.0,0.001,0.002,0.022,Curtain and linen mills,122.0,0.0,0.0,0.0
289,S00102,Federal Government Enterprises,0.017,0.0,0.011,0.002,0.003,0.008,0.004,Other Federal government enterprises,1270.0,0.0,0.0,0.0
290,314110,Carpets And Rugs,0.017,0.0,0.015,0.001,0.003,0.015,0.008,Carpet and rug mills,284.0,0.0,0.0,0.0
291,334112,Computer Storage Device Readers,0.016,0.0,0.014,0.0,0.001,0.001,0.021,Computer storage device manufacturing,75.7,0.0,0.0,0.0
292,325413,"Blood Sugar, Pregnancy, And Other Diagnostic Test Kits",0.015,0.0,0.005,0.0,0.0,0.0,0.003,In-vitro diagnostic substance manufacturing,76.3,0.0,0.0,0.0
293,335221,Home Cooking Appliances,0.014,0.0,0.007,0.0,0.004,0.0,0.062,Household cooking appliance manufacturing,70.9,0.0,0.0,0.0
294,337121,Home Furniture - Upholstered,0.014,0.0,0.007,0.003,0.006,0.001,1.1,Upholstered household furniture manufacturing,4.2,0.0,0.0,0.0
295,3118A0,"Cookies, Crackers, Pastas, And Tortillas",0.013,0.004,0.008,0.004,0.003,0.012,0.05,,,,,
296,336214,Travel Trailer And Campers,0.013,0.0,0.006,0.001,0.004,0.0,0.176,Travel trailer and camper manufacturing,58.8,0.0,0.0,0.0
297,334512,Automatic Controls For Hvac And Refrigeration Equipment,0.012,0.0,0.005,0.0,0.005,0.0,0.016,Automatic environmental control manufacturing,78.8,0.0,0.0,0.0
298,525000,"Funds, Trusts, And Financial Vehicles",0.012,0.0,0.003,0.0,0.0,0.0,0.0,"Funds, trusts, and other financial vehicles",9.45,0.0,0.0,0.0
299,339950,Signs,0.011,0.001,0.003,0.0,0.0,0.0,0.018,Sign manufacturing,757.0,0.0,0.0,0.0
300,333220,Plastics And Rubber Industry Machinery,0.011,0.0,0.003,0.0,0.0,0.0,0.029,Plastics and rubber industry machinery,124.0,0.0,0.0,0.0
301,334514,Fluid Meters And Counting Devices,0.01,0.015,0.007,0.003,0.009,0.0,0.038,Totalizing fluid meters and counting devices,91.4,0.0,0.0,0.0
302,335999,Other Miscellaneous Electrical Equipment And Components,0.01,0.01,0.005,0.0,0.0,0.002,0.03,Miscellaneous electrical equipment manufacturing,147.0,0.0,0.0,0.0
303,335228,"Major Home Appliances (Except Ovens, Stoves, Refrigerators And Laundry Machines)",0.01,0.0,0.003,0.0,0.0,0.0,0.056,Other major household appliance manufacturing,26.8,0.0,0.0,0.0
304,334300,Audio And Video Equipment,0.009,0.0,0.003,0.0,0.0,0.0,0.045,Audio and video equipment manufacturing,99.0,0.0,0.0,0.0
305,33299A,"Ammunition, Arms, Ordnance, And Related Accessories",0.009,0.0,0.007,0.001,0.004,0.009,0.037,Ammunition manufacturing,29.9,0.0,0.0,0.0
306,621900,Ambulances,0.009,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
307,333315,Photography And Photocopying Equipment,0.009,0.0,0.011,0.0,0.001,0.006,0.019,Photographic and photocopying equipment manufacturing,20.2,0.0,0.0,0.0
308,334111,Computers,0.007,0.0,0.006,0.0,0.0,0.002,0.015,Electronic computer manufacturing,153.0,0.0,0.0,0.0
309,336360,Vehicle Seating And Interior Trim (Upholstery),0.007,0.0,0.003,0.0,0.001,0.0,0.112,,,,,
310,333295,Semiconductor Machinery,0.007,0.0,0.002,0.0,0.0,0.0,0.027,Semiconductor machinery manufacturing,42.4,0.0,0.0,0.0
311,33712A,"Home Furniture - Cabinets And Non-Wood, Nonupholstered",0.007,0.0,0.004,0.001,0.006,0.0,0.52,Metal and other household nonupholsetered furniture,1970.0,0.0,0.0,0.0
312,333994,Industrial Process Furnaces And Ovens,0.006,0.0,0.002,0.0,0.0,0.0,0.018,Industrial process furnace and oven manufacturing,46.9,0.0,0.0,0.0
313,336211,Vehicle Bodies,0.005,0.0,0.005,0.0,0.002,0.0,0.048,Motor vehicle body manufacturing,51.1,0.0,0.0,0.0
314,334516,Analytical Laboratory Instruments,0.005,0.0,0.002,0.0,0.0,0.0,0.005,Analytical laboratory instrument manufacturing,55.4,0.0,0.0,0.0
315,333993,Packaging Machinery,0.005,0.0,0.002,0.0,0.0,0.0,0.019,Packaging machinery manufacturing,17.2,0.0,0.0,0.0
316,339910,Jewelry And Silverware,0.004,0.002,0.001,0.0,0.0,0.0,0.006,Jewelry and silverware manufacturing,23.4,0.0,0.0,0.0
317,33451A,"Watches, Clocks, And Other Measuring And Controlling Devices",0.004,0.0,0.002,0.0,0.0,0.0,0.011,"Watch, clock, and other measuring and controlling device manufacturing",31.9,0.0,0.0,0.0
318,33641A,Propulsion Units And Parts For Space Vehicles And Guided Missiles,0.004,0.0,0.004,0.0,0.0,0.005,0.003,Other guided missile and space vehicle parts and auxiliary equipment manufacturing,75.6,0.0,0.0,0.0
319,336991,"Motorcycle, Bicycle, And Parts",0.004,0.0,0.002,0.0,0.0,0.0,0.014,"Motorcycle, bicycle, and parts manufacturing",59.2,0.0,0.0,0.0
320,336411,Aircraft,0.003,0.0,0.004,0.0,0.001,0.0,0.016,Aircraft manufacturing,36.1,0.0,0.0,0.0
321,335210,Small Electrical Appliances,0.003,0.0,0.001,0.0,0.0,0.0,0.039,Small electrical appliance manufacturing,46.6,0.0,0.0,0.0
322,337127,Institutional Furniture,0.003,0.0,0.001,0.0,0.003,0.0,0.078,Institutional furniture manufacturing,55.4,0.0,0.0,0.0
323,336120,Heavy Duty Trucks,0.003,0.0,0.002,0.0,0.0,0.0,0.036,Heavy duty truck manufacturing,250.0,0.0,0.0,0.0
324,334515,Signal Testing Instruments,0.003,0.0,0.0,0.0,0.0,0.0,0.006,Electricity and signal testing instruments,21.9,0.0,0.0,0.0
325,813A00,"Grantmaking, Giving, And Social Advocacy Organizations",0.002,0.0,0.0,0.0,0.0,0.0,0.0,"Grantmaking, giving and social advocacy organizations",7.79,0.0,0.0,0.0
326,339112,Surgical And Medical Instruments,0.002,0.0,0.001,0.0,0.0,0.0,0.008,Surgical and medical instrument manufacturing,26.2,0.0,0.0,0.0
327,511130,Books,0.002,0.0,0.0,0.0,0.0,0.0,0.0,Book publishers,79.3,0.0,0.0,0.0
328,312200,Tobacco Products,0.002,0.0,0.002,0.0,0.0,0.002,0.003,,,,,
329,333314,Optical Instruments And Lenses,0.002,0.0,0.0,0.0,0.0,0.0,0.011,Optical instrument and lens manufacturing,6.91,0.0,0.0,0.0
330,335224,Home Laundry Machines,0.002,0.0,0.001,0.0,0.0,0.0,0.011,Household laundry equipment manufacturing,5.67,0.0,0.0,0.0
331,339920,Sporting And Athletic Goods,0.002,0.0,0.0,0.0,0.0,0.0,0.008,Sporting and athletic goods manufacturing,33.0,0.0,0.0,0.0
332,335222,Home Refrigerators And Freezers,0.002,0.0,0.001,0.0,0.0,0.0,0.022,Household refrigerator and home freezer manufacturing,11.7,0.0,0.0,0.0
333,624400,Child Day Care,0.002,0.0,0.0,0.0,0.0,0.0,0.0,Child day care services,4.64,0.0,0.0,0.0
334,621400,Outpatient Healthcare,0.001,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
335,336612,Boats,0.001,0.0,0.0,0.0,0.001,0.0,0.067,Boat building,16.6,0.0,0.0,0.0
336,334511,Navigation Instruments,0.001,0.0,0.0,0.0,0.0,0.0,0.002,"Search, detection, and navigation instruments",93.8,0.0,0.0,0.0
337,624100,Individual And Family Services,0.001,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
338,335912,Primary Batteries,0.001,0.0,0.0,0.0,0.0,0.001,0.005,Primary battery manufacturing,19.6,0.0,0.0,0.0
339,337900,"Mattresses, Blinds And Shades",0.001,0.0,0.0,0.0,0.0,0.0,0.065,,,,,
340,336414,Guided Missiles And Space Vehicles,0.001,0.0,0.0,0.0,0.0,0.0,0.001,Guided missile and space vehicle manufacturing,14.2,0.0,0.0,0.0
341,339930,"Dolls, Toys, And Games",0.001,0.0,0.0,0.0,0.0,0.0,0.008,"Doll, toy, and game manufacturing",15.0,0.0,0.0,0.0
342,623A00,Nursing And Community Care Facilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
343,336992,Military Armored Vehicles And Tanks,0.0,0.0,0.0,0.0,0.0,0.0,0.001,Military armored vehicles and tank parts manufacturing,0.7,0.0,0.0,0.0
344,621500,Medical Laboratories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
345,311230,Breakfast Cereals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Breakfast cereal manufacturing,200.0,0.0,0.0,0.0
346,33721A,Office Furniture And Custom Architectural Woodwork And Millwork,0.0,0.0,0.0,0.0,0.0,0.0,0.012,Office furniture manufacturing,7.15,0.0,0.0,0.0
347,621300,Healthcare Practitioners (Except Physicians And Dentists),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
348,334510,Electromedical Appartuses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electromedical apparatus manufacturing,1.32,0.0,0.0,0.0
349,336212,Truck Trailers,0.0,0.0,0.0,0.0,0.0,0.0,0.008,Truck trailer manufacturing,21.5,0.0,0.0,0.0
350,623B00,"Residential Mental Retardation, Mental Health, Substance Abuse And Other Facilities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
351,339115,Ophthalmic Goods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ophthalmic goods manufacturing,3.8,0.0,0.0,0.0
352,336112,"Pickup Trucks, Vans, And Suvs",0.0,0.0,0.0,0.0,0.0,0.0,0.003,Light Truck and Utility Vehicle Manufacturing,19.0,0.0,0.0,0.0
353,2334A0,Other Residential Structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
354,230302,Residential Building Repair And Maintanence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Residential maintenance and repair,8420.0,0.0,0.0,0.0
355,624A00,"Community Food, Housing, And Other Relief Services, Including Rehabilitation Services",0.0,0.0,0.0,0.0,0.0,0.0,0.0,Individual and family services,4.69,0.0,0.0,0.0
356,621100,Physicians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
357,336111,Automobiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automobile Manufacturing,20.2,0.0,0.0,0.0
358,621200,Dentists,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
359,339114,Dental Equipment And Supplies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dental equipment and supplies manufacturing,0.296,0.0,0.0,0.0
360,812100,Salons And Barber Shops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Personal care services,0.039,0.0,0.0,0.0
361,339116,Dental Laboratories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dental laboratories,0.113,0.0,0.0,0.0
362,2332A0,"Commercial Structures, Including Farm Structures",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
363,611100,Elementary And Secondary Schools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elementary and secondary schools,0.0,0.0,0.0,0.0
364,S00500,Federal Government (Defense),0.0,0.0,0.0,0.0,0.0,0.0,0.0,General Federal Defense,0.0,0.0,0.0,0.0
365,S00600,Federal Government (Nondefense),0.0,0.0,0.0,0.0,0.0,0.0,0.0,General Federal non-defense government industry,0.0,0.0,0.0,0.0
366,812200,Funerary Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Death care services,0.0,0.0,0.0,0.0
367,713200,Gambling Establishments (Except Casino Hotels),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
368,233210,Health Care Buildings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
369,233293,"Highways, Streets, And Bridges",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
370,621600,Home Healthcare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Home health care services,0.0,0.0,0.0,0.0
371,622000,Hospitals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hospitals,1.14,0.0,0.0,0.0
372,814000,Household Employees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Private households,0.0,0.0,0.0,0.0
373,5310Hs,Housing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
374,233230,Manufacturing Buildings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
375,336213,Motor Homes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Motor home manufacturing,3.08,0.0,0.0,0.0
376,233412,Multifamily Homes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
377,712000,"Museums, Historical Sites, Zoos, And Parks",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Museums, historical sites, zoos, and parks",0.0,0.0,0.0,0.0
378,S00300,Noncomparable Imports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noncomparable Imports,0.0,0.0,0.0,0.0
379,2332B0,Other Nonresidential Structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
380,813100,Religious Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Religious organizations,0.0,0.0,0.0,0.0
381,S00900,Rest Of The World Adjustment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROW Adjustment,0.0,0.0,0.0,0.0
382,233262,Schools And Vocational Buildings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
383,233411,Single-Family Homes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
384,S00700,State And Local Government,0.0,0.0,0.0,0.0,0.0,0.0,0.0,General state and local government services,55000.0,0.0,0.0,0.0
385,S00402,Used And Secondhand Goods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Used and Secondhand Goods,0.0,0.0,0.0,0.0
386,233240,Utilities Buildings And Infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
387,213111,Well Drilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Drilling oil and gas wells,61.8,0.0,0.0,0.0
388,1119B0,,,,,,,,,All other crop farming,307000.0,0.0,0.0,1130000.0
389,311313,,,,,,,,,Beet sugar manufacturing,523000.0,0.0,0.0,0.0
390,111920,,,,,,,,,Cotton farming,116000.0,0.0,0.0,347000.0
391,325188,,,,,,,,,All other basic inorganic chemical manufacturing,257000.0,168000.0,0.0,0.0
392,114100,,,,,,,,,Fishing,357000.0,0.0,0.0,0.0
393,1119A0,,,,,,,,,Sugarcane and sugar beet farming,67200.0,0.0,0.0,282000.0
394,32222B,,,,,,,,,All other paper bag and coated and treated paper manufacturing,137000.0,0.0,0.0,0.0
395,212390,,,,,,,,,Other nonmetallic mineral mining,126000.0,0.0,0.0,0.0
396,S00201,,,,,,,,,State and local government passenger transit,109000.0,0.0,0.0,0.0
397,325181,,,,,,,,,Alkalies and chlorine manufacturing,107000.0,0.0,0.0,0.0
398,3274A0,,,,,,,,,Lime and gypsum product manufacturing,38600.0,65300.0,0.0,0.0
399,531000,,,,,,,,,Real estate,76000.0,0.0,0.0,0.0
400,331314,,,,,,,,,Secondary smelting and alloying of aluminum,66900.0,0.0,0.0,0.0
401,31131A,,,,,,,,,Sugar cane mills and refining,60100.0,0.0,0.0,0.0
402,517000,,,,,,,,,Telecommunications,43400.0,0.0,0.0,0.0
403,212210,,,,,,,,,Iron ore mining,43000.0,0.0,0.0,0.0
404,324199,,,,,,,,,All other petroleum and coal products manufacturing,41100.0,0.0,0.0,0.0
405,722000,,,,,,,,,Food services and drinking places,32300.0,0.0,0.0,0.0
406,325182,,,,,,,,,Carbon black manufacturing,30800.0,0.0,0.0,0.0
407,32222A,,,,,,,,,"Coated and laminated paper, packaging materials, and plastic films manufacturing",29100.0,0.0,0.0,0.0
408,327213,,,,,,,,,Glass container manufacturing,27800.0,0.0,0.0,0.0
409,7211A0,,,,,,,,,"Hotels and motels, including casino hotels",25500.0,0.0,0.0,0.0
410,113300,,,,,,,,,Logging,18400.0,0.0,0.0,619.0
411,32619A,,,,,,,,,Other plastics product manufacturing,18200.0,0.0,0.0,0.0
412,325212,,,,,,,,,Synthetic rubber manufacturing,15400.0,0.0,0.0,0.0
413,212320,,,,,,,,,"Sand, gravel, clay, and refractory mining",14100.0,0.0,0.0,0.0
414,1113A0,,,,,,,,,Fruit farming,5400.0,0.0,0.0,8500.0
415,325220,,,,,,,,,Artificial and synthetic fibers and filaments manufacturing,12200.0,0.0,0.0,0.0
416,33299C,,,,,,,,,Other fabricated metal manufacturing,12000.0,0.0,0.0,0.0
417,336300,,,,,,,,,Motor vehicle parts manufacturing,11600.0,0.0,0.0,0.0
418,111910,,,,,,,,,Tobacco farming,3850.0,0.0,0.0,7000.0
419,324191,,,,,,,,,Petroleum lubricating oil and grease manufacturing,9670.0,0.0,0.0,0.0
420,327212,,,,,,,,,Other pressed and blown glass and glassware manufacturing,9450.0,0.0,0.0,0.0
421,8111A0,,,,,,,,,"Automotive repair and maintenance, except car washes",8790.0,0.0,0.0,0.0
422,327211,,,,,,,,,Flat glass manufacturing,7720.0,0.0,0.0,0.0
423,313310,,,,,,,,,Textile and fabric finishing mills,7000.0,0.0,0.0,0.0
424,313230,,,,,,,,,Nonwoven fabric mills,6880.0,0.0,0.0,0.0
425,32712A,,,,,,,,,"Brick, tile, and other structural clay product manufacturing",6480.0,0.0,0.0,0.0
426,213112,,,,,,,,,Support activities for oil and gas operations,6110.0,0.0,0.0,0.0
427,113A00,,,,,,,,,"Forest nurseries, forest products, and timber tracts",5090.0,0.0,0.0,567.0
428,32712B,,,,,,,,,Clay and non-clay refractory manufacturing,4970.0,0.0,0.0,0.0
429,523000,,,,,,,,,"Securities, commodity contracts, investments",4280.0,0.0,0.0,0.0
430,314990,,,,,,,,,All other miscellaneous textile product mills,3630.0,0.0,0.0,0.0
431,326121,,,,,,,,,Unlaminated plastics profile shape manufacturing,3480.0,0.0,0.0,0.0
432,321920,,,,,,,,,Wood container and pallet manufacturing,3400.0,0.0,0.0,0.0
433,313320,,,,,,,,,Fabric coating mills,3360.0,0.0,0.0,0.0
434,32711A,,,,,,,,,"Pottery, ceramics, and plumbing fixture manufacturing",2930.0,0.0,0.0,0.0
435,33221B,,,,,,,,,Handtool manufacturing,2820.0,0.0,0.0,0.0
436,321999,,,,,,,,,Miscellaneous wood product manufacturing,2700.0,0.0,0.0,0.0
437,111335,,,,,,,,,Tree nut farming,1120.0,0.0,0.0,1560.0
438,811192,,,,,,,,,Car washes,2350.0,0.0,0.0,0.0
439,313210,,,,,,,,,Broadwoven fabric mills,2340.0,0.0,0.0,0.0
440,321219,,,,,,,,,Reconstituted wood product manufacturing,2270.0,0.0,0.0,0.0
441,713B00,,,,,,,,,"Other amusement, gambling, and recreation industries",1970.0,0.0,0.0,0.0
442,327215,,,,,,,,,Glass Product Manufacturing Made of Purchased Glass,1970.0,0.0,0.0,0.0
443,311340,,,,,,,,,Nonchocolate confectionery manufacturing,1910.0,0.0,0.0,0.0
444,313240,,,,,,,,,Knit fabric mills,1590.0,0.0,0.0,0.0
445,713940,,,,,,,,,Fitness and recreational sports centers,1530.0,0.0,0.0,0.0
